requirement_id,legacy_source,ilaten_requirement,current_ilaios_canonical_equivalent,repository_implementation_evidence,status
ILATEN-02467,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12418,"Large changes shall use decomposition, compatible intermediate states, feature controls, or staged architecture rather than an indefinitely open branch. If safe decomposition is impossible, the Change Request shall document review strategy, integration risk, and rollback or forward recovery.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02468,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12420,"Branch duration is a signal, not a universal limit. Stale branches shall be reviewed, updated, restricted, archived, or deleted according to evidence and retention needs.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02469,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12424,"Release and Support Branches are exceptions to the single-primary-line model and shall exist only when product release policy, customer support, certification, regulatory constraint, or compatibility requires separate maintenance.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02470,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12426,"Each such branch shall identify supported version range, owner, creation baseline, permitted change classes, merge direction, test profile, release authority, end-of-support date, and retirement plan. It shall be protected to the same or stronger level as the Primary Branch for the affected release.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02471,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12428,"New features shall not be developed primarily on a Support Branch. Changes shall normally be corrected on the earliest authoritative line where the defect exists and then propagated deliberately to other affected lines, subject to compatibility and test.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02472,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12430,Release branch creation does not create a release. Section 4.10 defines maturity and release authorization. Unsupported branches shall be locked or archived and shall not accept ordinary changes.,NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02473,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12434,"A Hotfix Branch is created from the exact supported release or support baseline affected by an urgent defect. It shall contain the minimum safe correction, targeted regression evidence, version and release updates, and necessary documentation.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02474,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12436,The fix shall be merged or otherwise reconciled into every still-affected authoritative line so that the defect does not reappear in a later release. Reconciliation order and compatibility shall be explicit.,NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02475,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12440,A hotfix branch shall be deleted or archived after integration and evidence closure. It shall not become a permanent parallel development line.,NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02476,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12444,"Embargoed vulnerability work shall use restricted repositories, branches, access groups, communications, runners, artifacts, and evidence appropriate to disclosure risk. The branch name and metadata shall not reveal exploitable detail.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02477,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12446,Access shall be limited to competent personnel with a need to know. Required review and separation of duties remain; restriction shall not become unilateral unreviewed change. Test data and exploit material shall be handled under incident and vulnerability policy.,NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02478,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12448,"The branch shall not use ordinary public CI if logs, caches, artifacts, notifications, or external integrations could disclose the issue. Trusted release production, signing, distribution, and customer notification shall be coordinated.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02479,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12450,"After disclosure and release, the change shall be reconciled into the normal source history with appropriate public and restricted records. Sensitive details may remain in controlled evidence while the authoritative code history remains accurate.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02480,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12454,"Experimental branches support bounded research and shall be visibly non-authoritative. They shall not publish Stable artifacts, receive production credentials, modify protected environments, or be represented as supported product behavior.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02481,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12456,"The experiment shall identify hypothesis, owner, duration, data, security constraints, success criteria, and disposition. Customer, personal, regulated, or confidential data requires specific authority regardless of branch classification.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02482,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12460,"Abandoned experiments shall be deleted or archived according to classification and learning value. Temporary dependencies, secrets, artifacts, and environments shall be removed.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02483,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12464,"Automation may create branches for dependency updates, generated content, formatting, documentation synchronization, or routine maintenance. Each automation identity shall have a registered owner, least privilege, scoped triggers, versioned logic, and revocation path.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02484,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12466,"Automated Change Requests shall meet the same applicable test, review, security, license, and merge requirements as human-authored work. A bot shall not approve or merge its own change unless a narrowly defined low-risk automation profile explicitly provides independent deterministic authorization.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02485,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12468,"Automated updates shall identify source, version, provenance, affected dependencies, release notes, risk, and generated modifications. Bundling unrelated upgrades into one opaque change shall be avoided.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02486,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12470,"Compromise or anomalous behavior of automation shall trigger identity revocation, open-change quarantine, source and artifact assessment, and incident response.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02487,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12474,"External contributions shall originate from a fork or untrusted branch path without access to production secrets, signing keys, privileged caches, internal networks, or deployment authority. The source shall be treated as hostile until accepted.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02488,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12476,"The Change Request shall establish contribution rights, provenance, license, intended behavior, and communication contact as required. Contributor-provided test results and signatures may inform review but do not create ILATEN approval.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02489,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12478,"Trusted CI shall re-execute the accepted source under controlled conditions after review. Workflow changes, dependency scripts, test code, generated files, and archives receive particular scrutiny because they may execute during review.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02490,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12484,"Customer repositories, branches, forks, and extensions shall remain tenant-, contract-, purpose-, and lifecycle-bound. They shall not be merged into canonical product source merely to simplify a deployment.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02491,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12486,"Where a customer-specific change is accepted into the product, customer identifiers and confidential details shall be removed or generalized, rights shall be confirmed, and the change shall pass normal product review and architecture governance.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02492,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12490,"Cross-customer reuse requires product and privacy review and shall not expose one customer's data, topology, policy, or contract to another.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02493,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12494,"Before final review and merge, a Change Branch shall be current enough with the target branch to establish compatibility and Quality Gate validity. The required freshness may be enforced by merge queue, rebase, target-branch merge, or provider-equivalent mechanism.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02494,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12496,Updating the branch after approval may invalidate the approval and affected tests. The platform shall require review of the exact final revision and rerun mandatory checks when the source tree changes materially.,NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02495,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12498,Teams shall not perform habitual target-branch merges that create noisy history without resolving actual integration risk. The repository profile shall define the permitted synchronization method.,NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02496,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12500,A stale branch with unresolved dependency or architecture assumptions shall be reassessed rather than mechanically rebased and merged.,NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02497,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12506,"Unmerged branches shall be archived or deleted based on classification, open obligations, security, evidence, intellectual property, and expected reuse. Sensitive abandoned branches shall not remain indefinitely accessible.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02498,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12508,"Deletion shall verify exact branch, remote, owner, merge state, open Change Requests, release references, and legal hold. Protected, release, support, and security branches require elevated authority.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02499,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12510,Recovery from accidental branch deletion shall use known commit identity and audit evidence. A recovered branch does not regain protected or canonical status automatically.,NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02500,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12514,"Each commit shall represent one coherent logical change that can be reviewed and understood independently. It shall not combine unrelated feature, refactor, formatting, dependency, generated, and documentation changes merely for convenience.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02501,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12516,Atomicity is semantic rather than numerical. A correct feature commit may change multiple files and include tests and documentation. Artificially separating implementation from required tests or migration can make individual commits unsafe and is prohibited when intermediate states are expected to build or be reviewed.,NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02502,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12518,"Commits on a change branch may capture reviewable steps, but the final integrated history shall satisfy the repository's merge method and atomicity profile. Temporary `fixup`, `wip`, or experiment commits shall not enter a protected branch unless the profile deliberately preserves them for evidentiary reason.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02503,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12520,"A commit shall not include editor state, local caches, credentials, unrelated generated output, accidental file deletion, or formatting of untouched subsystems.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02504,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12524,"A commit shall include all source artifacts necessary to understand and verify its intended outcome. Applicable content includes implementation, tests, schema, migration, configuration, policy, documentation, release notes, and generated-source inputs.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02505,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12526,"Before commit, the author shall inspect the staged tree rather than rely on working-directory appearance. Binary, large, generated, vendored, permission, line-ending, encoding, rename, and deletion changes shall be intentional.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02506,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12528,"The commit shall preserve repository formatting, type, lint, security, test, and documentation requirements. A local pass does not replace authoritative CI, but it reduces avoidable failures.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02507,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12530,"Secrets, customer data, personal data, production identifiers, unlicensed assets, and internal authoring notes prohibited by classification shall not be committed. Later deletion does not remove exposure from history.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02508,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12552,"The summary shall be concise, imperative, specific, and free of trailing punctuation. The body shall explain reason, behavior, constraints, alternatives, migration, risk, and testing when the subject is insufficient. Footers shall carry work-item, ADR, issue, breaking-change, co-author, sign-off, or other structured references defined by the repository profile.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02509,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12556,"The message shall explain the change that the commit actually contains. Generic subjects such as `update`, `changes`, `fix stuff`, `final`, `cleanup`, or a tool-generated description without human verification are prohibited on protected history.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02510,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12558,"Breaking change shall be declared through the repository's structured convention, including affected contract, migration, compatibility, and release implications. A `feat` label does not automatically create a minor version, and a `fix` label does not automatically authorize a patch release; Section 4.9 governs version decisions.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02511,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12560,"Messages shall not include secrets, customer-confidential information, vulnerability exploit detail under embargo, personal data, unsupported claims, or unapproved internal authoring metadata.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02512,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12562,"The message is durable documentation but shall reference, not duplicate, extensive ADRs, designs, test reports, or incident records.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02513,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12566,"Every commit shall identify the actual author and committer through verified organizational identity appropriate to the repository profile. Shared, fabricated, misleading, or generic identities are prohibited.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02514,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12568,"Author identifies the person or governed automation responsible for the change content. Committer identifies the person or system that created the commit object. These may differ for imported patches, rebases, automated updates, or maintained external contributions, and the distinction shall remain accurate.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02515,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12572,"Employment change, account rename, or key rotation shall not rewrite historical identity. The identity directory and signing trust records preserve interpretation over time.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02516,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12576,"Commit signing requirements shall be defined by Repository and Quality Profile. Protected Trust Core, security, release, pipeline, policy, and high-assurance repositories should require verifiable signatures or equivalent source attestations.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02517,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12578,"Verification shall evaluate signature integrity, signer identity, trust, key or certificate validity at signing time, revocation information, allowed purpose, and commit subject. A `verified` display badge without trust-policy evaluation is insufficient.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02518,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12580,"Signing keys shall be personal or workload-bound, protected, rotated, revoked, and not shared. Automated commits shall use a distinct automation identity. Loss or compromise triggers impact analysis of affected commits and releases.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02519,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12586,"Where a repository requires legal contribution certification or sign-off, the exact statement, authority, and recording format shall be documented. Sign-off shall represent the contributor's required rights and assertions; it shall not be added by another party without authority.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02520,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12590,Repositories accepting external contributions shall make the contribution terms visible before submission. Retrospective rights uncertainty shall block integration or require legal resolution.,NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02521,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12596,"When multiple commits are preserved, their order shall form a logical progression and avoid intentionally broken protected states. Each commit should build and pass applicable fast checks where practical, especially when commits may be individually backported, bisected, or released.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02522,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12598,"Preparatory refactors should be separated from behavior change when doing so makes review safer, but the Change Request shall preserve their relationship. Generated output shall follow its controlled input change in an order that prevents ambiguity.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02523,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12600,Migration sequences shall maintain compatibility through the accepted rollout model. A commit that removes old behavior before compatible deployment is possible shall not enter the Primary Branch without an approved staged plan.,NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02524,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12608,History editing after another contributor has based work on the branch shall be coordinated. Force push to a Change Branch shall use the safest supported lease or equivalent protection and shall not overwrite unknown remote work.,NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02525,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12610,"Protected Primary, Release, Support, and security branches shall not be rebased or force-pushed during ordinary operation. Correction uses revert, forward fix, or controlled repository recovery that preserves evidence.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02526,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12612,"After rebase or amendment, signatures, approvals, test results, provenance, and Change Request comparisons may be invalid and shall be refreshed as required.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02527,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12616,"A Change Request shall be opened early enough to expose intent and integration risk, but it shall not be represented as review-ready until the change is coherent and its required evidence is available.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02528,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12618,The Change Request shall identify:,NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02529,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12631,Templates may enforce completeness but shall not encourage meaningless checkbox completion. `Not applicable` decisions shall be justifiable for material categories.,NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02530,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12635,"A Draft Change Request communicates work in progress and receives no merge authority. It may run unprivileged checks and receive early feedback but shall not obtain production secrets, signing authority, release approval, or final code-owner approval unless the platform preserves revision binding.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02531,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12637,"Review-Ready status means the author asserts that the scope, tests, documentation, and evidence are sufficient for formal review. The Change Request shall not contain unresolved temporary code, intentionally failing mandatory checks, hidden `TODO` for approved scope, or an unknown final migration.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02532,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12639,Converting to Review-Ready shall trigger the required reviewers and Quality Gates. Material change after review may return the request to Draft or invalidate approvals.,NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02533,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12645,"Change Requests shall be small enough for reviewers to understand behavior, risk, and evidence without relying on author assertion. No universal line count defines reviewability; generated content, migrations, renames, language, and risk affect cognitive load.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02534,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12647,"Large changes shall explain why decomposition is unsafe or impractical and shall provide review aids such as commit structure, diagrams, generated-versus-authored separation, interface-first review, or staged compatibility plan.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02535,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12649,"Pure formatting, generated output, dependency lock changes, and semantic code should be separated when their combination obscures review. A mass rename shall not conceal behavior change.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02536,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12651,"Review urgency shall not justify an unreviewable diff. A Change Request that cannot be reviewed competently shall be split, supported with additional evidence, or escalated.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02537,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12655,"Reviewer selection shall be based on affected ownership, competence, independence, and risk. Code-owner mapping may automate assignment but does not guarantee competence or current authority.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
ILATEN-02538,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:12657,"Required reviewers may include product, architecture, component, security, privacy, data, infrastructure, operations, accessibility, documentation, legal, compliance, release, and customer representatives. One reviewer may cover multiple roles only where qualified and permitted.",NONE,pyproject.toml; .pre-commit-config.yaml; tests/test_architecture_boundaries.py,MISSING_DOCUMENTATION
