requirement_id,legacy_source,ilaten_requirement,current_ilaios_canonical_equivalent,repository_implementation_evidence,status
ILATEN-03941,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19631,"Changes with material operational or customer effect shall enter an observation period. Observation shall define duration, cohorts, indicators, thresholds, owner, escalation, and acceptance authority.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Observation and Acceptance,NONE,MIGRATED
ILATEN-03942,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19633,"Observation shall include, as applicable:",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Observation and Acceptance,NONE,MIGRATED
ILATEN-03943,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19646,"A change is Failed when it does not achieve the approved outcome, violates a threshold, creates unacceptable impact, or cannot be validated. Failure shall remain visible even if rollback or forward recovery succeeds.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Failed Changes and Recovery,NONE,MIGRATED
ILATEN-03944,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19648,Failure handling shall:,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Failed Changes and Recovery,NONE,MIGRATED
ILATEN-03945,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19651,- initiate incident response where required;,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Failed Changes and Recovery,NONE,MIGRATED
ILATEN-03946,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19659,A recovered service is not proof that the original change was successful. The Change Record shall preserve both failure and recovery.,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Failed Changes and Recovery,NONE,MIGRATED
ILATEN-03947,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19663,"Rollback shall be used only when the prior state remains valid, secure, compatible, and recoverable. Forward recovery is preferred when rollback would restore vulnerability, corrupt schema, invalid authorization, deleted data, incompatible clients, or irreversible external effects.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Rollback and Forward Recovery,NONE,MIGRATED
ILATEN-03948,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19665,"Every recovery action is itself a governed change or a pre-authorized step within the original Change Record. It shall have exact scope, authority, tool, evidence, validation, and customer impact.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Rollback and Forward Recovery,NONE,MIGRATED
ILATEN-03949,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19667,"Restoration shall preserve current revocation, policy, approval, capability, key, retention, deletion, privacy, tenant, and evidence state. Historical audit shall not be rewritten to conceal the failed change.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Rollback and Forward Recovery,NONE,MIGRATED
ILATEN-03950,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19671,"Each Standard Change execution shall record template identity, target, actor, time, input, output, validation, evidence, and any deviation. Automation may approve eligibility deterministically when the execution remains within the pre-authorized template.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Standard Change Execution and Review,NONE,MIGRATED
ILATEN-03951,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19673,"An execution that fails, deviates, exceeds tolerance, creates unexpected impact, or requires manual improvisation shall stop being Standard. It shall be paused, escalated, and reclassified.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Standard Change Execution and Review,NONE,MIGRATED
ILATEN-03952,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19675,"Standard Change performance shall be reviewed periodically. Review shall examine failures, drift, cumulative impact, exception use, environment changes, new threats, customer impact, and template suitability. The template may be strengthened, suspended, revoked, or retired.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Standard Change Execution and Review,NONE,MIGRATED
ILATEN-03953,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19681,"Major Change governance shall include, as applicable:",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Major Change Governance,NONE,MIGRATED
ILATEN-03954,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19693,Large scope shall be decomposed where safe. Decomposition shall not create incomplete trust controls or unsafe intermediate states.,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Major Change Governance,NONE,MIGRATED
ILATEN-03955,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19711,"Emergency authority expires. It shall not be used for planned feature delivery, avoidable schedule pressure, customer convenience, or permanent process bypass.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Emergency Change Governance,NONE,MIGRATED
ILATEN-03956,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19715,"Security, privacy, key, signing, incident, exploit, or customer-sensitive changes may use restricted records, repositories, build paths, and communications. Confidentiality shall protect information without removing competent assessment, approval, validation, and evidence.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Security and Confidential Changes,NONE,MIGRATED
ILATEN-03957,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19717,The process shall control:,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Security and Confidential Changes,NONE,MIGRATED
ILATEN-03958,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19726,Confidentiality shall not be used to hide risk from the authorities responsible for safe change.,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Security and Confidential Changes,NONE,MIGRATED
ILATEN-03959,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19730,"Policy, configuration, entitlement, provider routing, and feature-flag changes are executable product changes. They shall have versioned identity, owner, scope, default, precedence, allowed values, validation, audit, evidence, rollback, and retirement.","docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Policy, Configuration, and Feature-Flag Changes",NONE,MIGRATED
ILATEN-03960,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19732,The assessment shall confirm:,"docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Policy, Configuration, and Feature-Flag Changes",NONE,MIGRATED
ILATEN-03961,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19743,Configuration shall not become an unreviewed mechanism for customer-specific forks or architecture redesign. Entitlement does not replace runtime authorization.,"docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Policy, Configuration, and Feature-Flag Changes",NONE,MIGRATED
ILATEN-03962,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19749,The Change Record shall define:,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Data and Migration Changes,NONE,MIGRATED
ILATEN-03963,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19760,"A migration command success does not establish data correctness. Repair shall not restore revoked authority, deleted data, expired capability, superseded policy, or invalid evidence state.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Data and Migration Changes,NONE,MIGRATED
ILATEN-03964,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19764,"External providers and dependencies may change without an ILATEN source commit. Such changes shall be detected and governed when they can affect supported behavior, data, availability, security, cost, compliance, or customer commitments.","docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Provider, Model, and Dependency Changes",NONE,MIGRATED
ILATEN-03965,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19766,Assessment shall address:,"docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Provider, Model, and Dependency Changes",NONE,MIGRATED
ILATEN-03966,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19776,"Provider notification or marketing claim is not change approval. Where a provider changes unilaterally, ILATEN shall contain, disable, restrict, migrate, or accept the state through qualified governance before representing continued support.","docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Provider, Model, and Dependency Changes",NONE,MIGRATED
ILATEN-03967,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19780,"Customer-controlled changes preserve the customer's competent authority over its environment, data, policy, timing, integrations, and local operations. ILATEN shall provide a verified release, supported instructions, prerequisites, validation, recovery, and evidence without claiming authority it does not possess.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Customer-Controlled Changes,NONE,MIGRATED
ILATEN-03968,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19782,The shared Change Record shall define:,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Customer-Controlled Changes,NONE,MIGRATED
ILATEN-03969,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19793,ILATEN shall not execute automatically in a customer environment without explicit competent authority. Customer request does not authorize ILATEN to waive canonical controls.,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Customer-Controlled Changes,NONE,MIGRATED
ILATEN-03970,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19797,"Offline and disconnected deployments require a change model that does not depend on real-time central control. The process shall govern package custody, integrity, signatures, revocation information, media, transfer, local authority, validation, evidence export, update, and recovery.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Offline and Disconnected Changes,NONE,MIGRATED
ILATEN-03971,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19799,Offline operation shall preserve:,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Offline and Disconnected Changes,NONE,MIGRATED
ILATEN-03972,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19815,"Change communication shall be audience-specific, accurate, and proportionate. It shall identify what will change, who is affected, when, required action, expected impact, risk, downtime, migration, support, validation, and recovery.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Communication and Stakeholder Coordination,NONE,MIGRATED
ILATEN-03973,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19817,Communication may be required for:,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Communication and Stakeholder Coordination,NONE,MIGRATED
ILATEN-03974,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19824,"Communication shall distinguish proposed, authorized, scheduled, implementing, completed, accepted, failed, rolled back, and closed states. A scheduled change shall not be described as completed. A released fix shall not be described as deployed to every customer.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Communication and Stakeholder Coordination,NONE,MIGRATED
ILATEN-03975,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19826,"Sensitive details shall be protected, but material customer impact and required action shall not be concealed.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Communication and Stakeholder Coordination,NONE,MIGRATED
ILATEN-03976,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19830,"An authorized change may be cancelled when its need, candidate, authority, scope, environment, timing, or risk changes before implementation. Cancellation shall reconcile reservations, communication, access, artifacts, environments, dependencies, and customer expectations.","docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Freeze, Cancellation, and Deferral",NONE,MIGRATED
ILATEN-03977,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19832,"Deferral shall record continuing risk, reason, owner, review date or trigger, containment, communication, and affected commitments. Deferral shall not become silent risk acceptance through backlog age.","docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Freeze, Cancellation, and Deferral",NONE,MIGRATED
ILATEN-03978,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19834,"Freeze, cancellation, and deferral preserve history. They shall not delete evidence or permit an unauthorized alternative path.","docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Freeze, Cancellation, and Deferral",NONE,MIGRATED
ILATEN-03979,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19840,Closure shall confirm:,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Acceptance and Closure,NONE,MIGRATED
ILATEN-03980,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19852,A change shall not close because the implementation window ended or the deployment tool returned success. Closure does not erase failed or recovered history.,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Acceptance and Closure,NONE,MIGRATED
ILATEN-03981,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19856,"Post-Implementation Review is required for failed, rolled-back, emergency, Major, security-critical, repeated, unexpectedly impactful, or otherwise designated changes. It may also be sampled for Standard and Normal Changes.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Post-Implementation Review,NONE,MIGRATED
ILATEN-03982,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19858,The review shall examine:,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Post-Implementation Review,NONE,MIGRATED
ILATEN-03983,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19868,The review shall distinguish learning from blame while preserving accountability. Corrective actions remain open until independently verified.,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Post-Implementation Review,NONE,MIGRATED
ILATEN-03984,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19874,The advisory function shall:,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Advisory and Escalation,NONE,MIGRATED
ILATEN-03985,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19882,Urgent escalation shall have a defined path when ordinary authorities are unavailable. Escalation cannot create authority beyond delegated scope.,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Advisory and Escalation,NONE,MIGRATED
ILATEN-03986,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19886,"Change roles shall be separated proportionate to risk. High-impact changes shall not permit one compromised or mistaken actor to request, approve, implement, validate, accept, and conceal the change unilaterally.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Separation of Duties,NONE,MIGRATED
ILATEN-03987,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19888,The process shall distinguish:,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Separation of Duties,NONE,MIGRATED
ILATEN-03988,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19899,"Role separation shall be enforced through identity, permissions, capabilities, protected workflows, environment boundaries, and evidence. Job titles or multiple accounts alone do not create independence.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Separation of Duties,NONE,MIGRATED
ILATEN-03989,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19903,"During a registered Single-Maintainer Bootstrap Profile, one authorized maintainer may temporarily perform multiple change roles for constrained prerelease environments when independent staffing is unavailable. The absence of independence shall be explicit.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Single-Maintainer Bootstrap Profile,NONE,MIGRATED
ILATEN-03990,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19905,Bootstrap Change Management shall maintain:,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Single-Maintainer Bootstrap Profile,NONE,MIGRATED
ILATEN-03991,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19916,"Bootstrap operation shall not be represented as independent approval, independent validation, two-person continuity, or Enterprise segregation of duties. A second competent administrator or change authority shall be added when the Enterprise Profile becomes applicable. Continued single-maintainer control shall not become permanent through inaction.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Single-Maintainer Bootstrap Profile,NONE,MIGRATED
ILATEN-03992,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19920,"Automation may validate eligibility, enforce policy, schedule, execute, observe, pause, recover, reconcile, notify, and collect evidence for approved changes. It shall operate through versioned, reviewed, tested, least-privileged, environment-bound, auditable controls.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Automation,NONE,MIGRATED
ILATEN-03993,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19922,Automation shall not:,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Automation,NONE,MIGRATED
ILATEN-03994,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19934,"Probabilistic reasoning may prepare plans, identify dependencies, predict risk, summarize evidence, or recommend action. Its output remains untrusted and grants no permission. Deterministic policy, competent human authority, constrained capabilities, controlled execution, and independent validation remain binding.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Automation,NONE,MIGRATED
ILATEN-03995,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19940,"Material evidence shall bind, as applicable, to:",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Audit and Evidence,NONE,MIGRATED
ILATEN-03996,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19951,"Records shall be minimized and retained under approved record-class-specific schedules. Personal, customer, exploit, secret, key, and protected operational data shall not be retained indefinitely by default.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Audit and Evidence,NONE,MIGRATED
ILATEN-03997,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19955,"Change metrics shall reveal flow, risk, control health, failure, recovery, and customer impact. They shall not reward unsafe change volume or conceal severe minority outcomes.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Metrics,NONE,MIGRATED
ILATEN-03998,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19969,"Metrics shall be segmented by risk and affected scope. Definitions, data sources, privacy basis, ownership, limitations, thresholds, and review cadence shall be controlled.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Metrics,NONE,MIGRATED
ILATEN-03999,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19971,"Targets shall not incentivize unlogged changes, risk downgrading, excessive Standard classification, shortened observation, suppressed failure, retrospective authorization, or premature closure. A low change-failure rate may indicate strong control or weak detection and shall be interpreted with evidence coverage.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Metrics,NONE,MIGRATED
ILATEN-04000,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19975,"A Change Management exception shall identify the exact Change ID, type, risk, target, requirement, reason, authority, affected customers and claims, alternatives, compensating controls, evidence, owner, start, expiry, review, remediation, and recovery.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Exceptions,NONE,MIGRATED
ILATEN-04001,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19977,An exception cannot authorize:,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Exceptions,NONE,MIGRATED
ILATEN-04002,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19982,"- tenant-isolation failure, probabilistic policy authority, missing required approval, unconstrained capability, Tool Gateway bypass, self-validation, Audit Engine bypass, Evidence Chain fabrication, privacy violation, unsafe key or secret handling, or loss of human accountability;",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Exceptions,NONE,MIGRATED
ILATEN-04003,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:19991,"Expired exceptions block the affected change or require competent renewal. Repeated exceptions shall enter Continuous Improvement and may require architecture, capacity, process, or support correction.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Exceptions,NONE,MIGRATED
ILATEN-04004,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:20003,- accepted canonical architecture remains binding unless an authorized ADR explicitly supersedes it;,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Management Invariants,NONE,MIGRATED
ILATEN-04005,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:20004,"- Product Constitution, Product Scope, and non-waivable controls cannot be silently weakened by contract, customer, sales, provider, implementation, urgency, or change convenience;",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Management Invariants,NONE,MIGRATED
ILATEN-04006,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:20005,"- deterministic Policy Engine authority, required human approval, constrained capabilities, Tool Gateway execution, independent Validation Pipeline assessment, tenant isolation, Audit Engine, Evidence Chain, privacy, security, safety, and human accountability remain protected;",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Management Invariants,NONE,MIGRATED
ILATEN-04007,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:20013,- ordinary direct push to protected primary branches remains prohibited under the canonical Enterprise workflow;,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 5.7 / Change Management Invariants,NONE,MIGRATED
